variable,value,Season
AUC_rf,0.611111111,Winter
AUC_rf,0.653402778,Winter
AUC_rf,0.59150625,Winter
AUC_rf,0.527777778,Winter
AUC_rf,0.5,Winter
AUC_rf,0.677301148,Winter
AUC_rf,0.607802778,Winter
AUC_rf,0.6225,Winter
AUC_rf,0.5625,Winter
AUC_rf,0.703626563,Winter
AUC_rf,0.630419473,Winter
AUC_rf,0.667417361,Winter
AUC_rf,0.75,Winter
AUC_rf,0.524544444,Winter
AUC_rf,0.515625,Winter
AUC_rf,0.53900625,Winter
AUC_rf,0.74750625,Winter
AUC_rf,0.54380051,Winter
AUC_rf,0.5,Winter
AUC_rf,0.581632653,Winter
AUC_rf,0.598177778,Winter
AUC_rf,0.53705625,Winter
AUC_rf,0.6262881,Winter
AUC_rf,0.5625,Winter
AUC_rf,0.611111111,Winter
AUC_rf,0.5,Winter
AUC_rf,0.520408163,Winter
AUC_rf,0.62755102,Winter
AUC_rf,0.53900625,Winter
AUC_rf,0.5,Winter
AUC_rf,0.515625,Winter
AUC_rf,0.527777778,Winter
AUC_rf,0.745025,Winter
AUC_rf,0.673611111,Winter
AUC_rf,0.719726563,Winter
AUC_rf,0.669469444,Winter
AUC_rf,0.712751563,Winter
AUC_rf,0.715561224,Winter
AUC_rf,0.66,Winter
AUC_rf,0.726356361,Winter
AUC_rf,0.677301148,Winter
AUC_gl,0.728733459,Winter
AUC_gl,0.614556213,Winter
AUC_gl,0.660279843,Winter
AUC_gl,0.665840851,Winter
AUC_gl,0.639229227,Winter
AUC_gl,0.585909631,Winter
AUC_gl,0.626211911,Winter
AUC_gl,0.716143429,Winter
AUC_gl,0.678994083,Winter
AUC_gl,0.664353543,Winter
AUC_gl,0.633654304,Winter
AUC_gl,0.657748093,Winter
AUC_gl,0.721218759,Winter
AUC_gl,0.635234131,Winter
AUC_gl,0.611111111,Winter
AUC_gl,0.685740684,Winter
AUC_gl,0.725352094,Winter
AUC_gl,0.70806402,Winter
AUC_gl,0.632231405,Winter
AUC_gl,0.679680687,Winter
AUC_gl,0.630501563,Winter
AUC_gl,0.582424558,Winter
AUC_gl,0.702164318,Winter
AUC_gl,0.701896873,Winter
AUC_gl,0.719483704,Winter
AUC_gl,0.558115434,Winter
AUC_gl,0.601057064,Winter
AUC_gl,0.716143429,Winter
AUC_gl,0.707049075,Winter
AUC_gl,0.730299052,Winter
AUC_gl,0.728559204,Winter
AUC_gl,0.747275225,Winter
AUC_gl,0.650649239,Winter
AUC_gl,0.605625,Winter
AUC_gl,0.707612513,Winter
AUC_gl,0.657373506,Winter
AUC_gl,0.582004132,Winter
AUC_gl,0.630401235,Winter
AUC_gl,0.63140625,Winter
AUC_gl,0.63140625,Winter
AUC_gl,0.62818168,Winter
AUC_gl,0.735838618,Winter
AUC_gl,0.723424109,Winter
AUC_gl,0.695990668,Winter
AUC_gl,0.680550446,Winter
AUC_gl,0.724491988,Winter
AUC_gl,0.656437959,Winter
AUC_gl,0.725625,Winter
AUC_gl,0.683321773,Winter
AUC_gl,0.693828639,Winter
AUC_gl,0.687777778,Winter
AUC_gl,0.666213018,Winter
AUC_gl,0.653905325,Winter
AUC_gl,0.710740057,Winter
AUC_gl,0.641077388,Winter
AUC_gl,0.672647945,Winter
AUC_gl,0.724806778,Winter
AUC_gl,0.687222633,Winter
AUC_gl,0.580277778,Winter
AUC_gl,0.720088401,Winter
AUC_gl,0.684008182,Winter
AUC_gl,0.75,Winter
AUC_gl,NA,Winter
AUC_gl,0.647776372,Winter
AUC_gl,0.674751411,Winter
AUC_gl,0.652587891,Winter
AUC_gl,0.697530864,Winter
AUC_gl,0.694252401,Winter
AUC_gl,0.578569789,Winter
AUC_gl,0.683673469,Winter
AUC_gl,0.726881298,Winter
AUC_gl,0.609672795,Winter
AUC_gl,0.634249544,Winter
AUC_gl,0.610586384,Winter
AUC_gl,0.676987585,Winter
AUC_gl,0.721453287,Winter
AUC_gl,0.620563272,Winter
AUC_gl,0.645124717,Winter
AUC_gl,0.607666016,Winter
AUC_gl,0.580686196,Winter
AUC_gl,0.733875302,Winter
AUC_gl,0.680425212,Winter
AUC_gl,0.701651833,Winter
AUC_gl,0.586814413,Winter
AUC_gl,0.709482249,Winter
AUC_gl,0.645037515,Winter
AUC_gl,0.584015963,Winter
AUC_gl,0.728271605,Winter
AUC_gl,0.6225,Winter
AUC_gl,0.739248582,Winter
AUC_gl,0.669550173,Winter
AUC_gl,0.60064849,Winter
AUC_gl,0.737263267,Winter
AUC_gl,0.64877551,Winter
AUC_gl,0.673791533,Winter
AUC_gl,0.6939864,Winter
AUC_gl,0.527777778,Winter
AUC_gl,0.580656,Winter
AUC_gl,0.725016437,Winter
AUC_gl,0.589222466,Winter
AUC_gl,NA,Winter
AUC_gl,0.707793894,Winter
AUC_gl,0.718006596,Winter
AUC_gl,0.606529707,Winter
AUC_gl,0.720324865,Winter
AUC_gl,0.724636502,Winter
AUC_gl,0.59,Winter
AUC_gl,0.645219214,Winter
AUC_gl,0.645720099,Winter
AUC_gl,0.648382185,Winter
AUC_gl,0.604412513,Winter
AUC_gl,0.622135145,Winter
AUC_gl,0.616932554,Winter
AUC_gl,0.703290243,Winter
AUC_gl,0.577686736,Winter
AUC_gl,0.639505442,Winter
AUC_gl,0.693174428,Winter
AUC_gl,0.616642778,Winter
AUC_gl,0.732763927,Winter
AUC_gl,0.640625,Winter
AUC_gl,0.660834418,Winter
AUC_gl,0.659355489,Winter
AUC_gl,0.699889421,Winter
AUC_gl,0.640625,Winter
AUC_gl,0.695443918,Winter
AUC_gl,0.738526137,Winter
AUC_gl,0.688726149,Winter
AUC_gl,0.723801775,Winter
AUC_gl,0.717777778,Winter
AUC_gl,0.684184028,Winter
AUC_gl,0.625133046,Winter
AUC_gl,0.710168663,Winter
AUC_gl,0.704106949,Winter
AUC_gl,0.737343853,Winter
AUC_gl,0.714999502,Winter
AUC_gl,0.690006575,Winter
AUC_gl,0.661697601,Winter
AUC_gl,0.61949398,Winter
AUC_gl,0.665871074,Winter
AUC_gl,0.75,Winter
AUC_gl,0.698979228,Winter
AUC_gl,0.632921007,Winter
AUC_gl,0.693791352,Winter
AUC_gl,0.695389624,Winter
AUC_gl,0.672225,Winter
AUC_gl,0.615772613,Winter
AUC_gl,0.63741082,Winter
AUC_gl,0.626076455,Winter
AUC_gl,0.613110072,Winter
AUC_gl,0.611111111,Winter
AUC_gl,0.635209418,Winter
AUC_gl,0.74200052,Winter
AUC_gl,0.75,Winter
AUC_gl,0.634735607,Winter
AUC_gl,0.75,Winter
AUC_gl,0.662700374,Winter
AUC_gl,0.719434664,Winter
AUC_gl,0.732763927,Winter
AUC_gl,0.620252341,Winter
AUC_gl,0.738025712,Winter
AUC_gl,0.69140625,Winter
AUC_gl,0.732477096,Winter
AUC_gl,0.723397619,Winter
AUC_gl,0.685199624,Winter
AUC_gl,0.742405508,Winter
AUC_gl,0.581462674,Winter
AUC_gl,0.690096,Winter
AUC_gl,0.640785302,Winter
AUC_gl,0.75,Winter
AUC_gl,0.722402463,Winter
AUC_gl,0.737484626,Winter
AUC_gl,0.722993827,Winter
AUC_gl,0.663657025,Winter
AUC_gl,0.63892562,Winter
AUC_gl,0.721123866,Winter
AUC_gl,0.649843913,Winter
AUC_gl,0.677252294,Winter
AUC_gl,0.733611111,Winter
AUC_gl,0.566962912,Winter
AUC_gl,0.720253912,Winter
AUC_gl,0.732572841,Winter
AUC_gl,0.722734964,Winter
AUC_gl,0.607376552,Winter
AUC_gl,0.545640496,Winter
AUC_gl,0.654985981,Winter
AUC_gl,0.679866869,Winter
AUC_gl,0.718480097,Winter
AUC_gl,0.626076455,Winter
AUC_gl,0.698262053,Winter
AUC_gl,0.632231405,Winter
AUC_gl,0.631221366,Winter
AUC_gl,0.679892985,Winter
AUC_gl,0.700138504,Winter
AUC_gl,0.642675398,Winter
AUC_gl,0.638518288,Winter
AUC_gl,0.668310322,Winter
AUC_gl,0.692248521,Winter
AUC_gl,0.723801775,Winter
AUC_gl,0.702969021,Winter
AUC_gl,0.611111111,Winter
AUC_gl,0.722993827,Winter
AUC_gl,0.75,Winter
AUC_gl,0.717116342,Winter
AUC_gl,0.718537246,Winter
AUC_gl,0.648979347,Winter
AUC_gl,0.616634447,Winter
AUC_gl,0.591742096,Winter
AUC_gl,0.555255524,Winter
AUC_gl,0.657742742,Winter
AUC_gl,0.75,Winter
AUC_gl,0.681745152,Winter
AUC_gl,0.645528121,Winter
AUC_gl,0.607959184,Winter
AUC_gl,0.728113166,Winter
AUC_gl,0.75,Winter
AUC_gl,0.716143429,Winter
AUC_gl,0.718288095,Winter
AUC_gl,0.707497997,Winter
AUC_gl,0.744652561,Winter
AUC_gl,0.75,Winter
AUC_gl,0.609024564,Winter
AUC_gl,0.660362196,Winter
AUC_gl,0.677038076,Winter
AUC_gl,0.679446373,Winter
AUC_gl,0.638401715,Winter
AUC_gl,0.701050989,Winter
AUC_gl,0.676481365,Winter
AUC_gl,0.718816049,Winter
AUC_gl,0.692003306,Winter
AUC_gl,0.690539179,Winter
AUC_gl,0.75,Winter
AUC_gl,0.654336735,Winter
AUC_gl,0.501679656,Winter
AUC_gl,0.69140625,Winter
AUC_gl,0.737015235,Winter
AUC_gl,0.746341513,Winter
AUC_gl,0.726510961,Winter
AUC_gl,0.722993827,Winter
AUC_gl,0.715080865,Winter
AUC_gl,0.734378937,Winter
AUC_gl,0.641845168,Winter
AUC_gl,0.679702268,Winter
AUC_gl,0.710069444,Winter
AUC_gl,0.694357729,Winter
AUC_gl,0.740913447,Winter
AUC_gl,0.709748605,Winter
AUC_gl,0.722993827,Winter
AUC_gl,0.729150571,Winter
AUC_gl,0.723564509,Winter
AUC_gl,0.682561983,Winter
AUC_gl,0.61755102,Winter
AUC_gl,0.732461735,Winter
AUC_gl,0.70062934,Winter
AUC_gl,0.741736111,Winter
AUC_gl,0.741151148,Winter
AUC_gl,0.718913514,Winter
AUC_gl,0.721189731,Winter
AUC_gl,0.744818793,Winter
AUC_gl,0.75,Winter
AUC_gl,0.70062934,Winter
AUC_gl,0.75,Winter
AUC_gl,0.75,Winter
AUC_gl,0.704834275,Winter
AUC_gl,0.59,Winter
AUC_gl,0.574200177,Winter
AUC_gl,0.676014004,Winter
AUC_gl,0.722321653,Winter
AUC_gl,0.709044578,Winter
AUC_gl,0.61386469,Winter
AUC_gl,0.631093936,Winter
AUC_gl,0.713845077,Winter
AUC_gl,0.644730624,Winter
AUC_gl,0.704648526,Winter
AUC_gl,0.736145923,Winter
AUC_gl,0.689386145,Winter
AUC_gl,0.53379109,Winter
AUC_gl,0.738765496,Winter
AUC_gl,0.669550173,Winter
AUC_gl,0.691737833,Winter
AUC_gl,0.657401938,Winter
AUC_gl,0.671632653,Winter
AUC_gl,0.737836395,Winter
AUC_gl,0.742647462,Winter
AUC_gl,0.651940858,Winter
AUC_gl,0.575473977,Winter
AUC_gl,0.651234568,Winter
AUC_gl,0.531929589,Winter
AUC_gl,0.683673469,Winter
AUC_gl,0.611111111,Winter
AUC_gl,0.657541981,Winter
AUC_gl,0.736304012,Winter
AUC_gl,0.743243556,Winter
AUC_gl,0.727321793,Winter
AUC_gl,0.719103667,Winter
AUC_gl,0.686150494,Winter
AUC_gl,0.534698193,Winter
AUC_gl,0.592155612,Winter
AUC_gl,0.56914952,Winter
AUC_gl,0.720953111,Winter
AUC_gl,0.69978191,Winter
AUC_gl,0.740991736,Winter
AUC_gl,0.637897131,Winter
AUC_gl,0.741736111,Winter
AUC_gl,0.75,Winter
AUC_gl,0.715080865,Winter
AUC_gl,0.626914063,Winter
AUC_gl,0.676578769,Winter
AUC_gl,0.684992485,Winter
AUC_gl,0.700138504,Winter
AUC_gl,0.70688307,Winter
AUC_gl,0.693503837,Winter
AUC_gl,0.727048177,Winter
AUC_gl,0.611111111,Winter
AUC_gl,0.590324366,Winter
AUC_gl,0.686145309,Winter
AUC_gl,0.720615243,Winter
AUC_gl,0.75,Winter
AUC_gl,0.555912543,Winter
AUC_gl,0.680625,Winter
AUC_gl,0.657429761,Winter
AUC_gl,0.653119093,Winter
AUC_gl,0.713688145,Winter
AUC_gl,0.710696049,Winter
AUC_gl,0.703084837,Winter
AUC_gl,0.66185408,Winter
AUC_gl,0.705382526,Winter
AUC_gl,0.665460887,Winter
AUC_gl,0.63657845,Winter
AUC_gl,0.75,Winter
AUC_gl,0.706205321,Winter
AUC_gl,0.652913191,Winter
AUC_gl,0.658962726,Winter
AUC_gl,0.731019771,Winter
AUC_gl,0.595371972,Winter
AUC_gl,0.699298469,Winter
AUC_gl,0.69140625,Winter
AUC_gl,0.72675737,Winter
AUC_gl,0.75,Winter
AUC_gl,0.7401,Winter
AUC_gl,0.723424109,Winter
AUC_gl,0.689035917,Winter
AUC_gl,0.746539834,Winter
AUC_gl,0.714958678,Winter
AUC_gl,0.732850116,Winter
AUC_gl,0.705685507,Winter
AUC_mx,0.742806133,Winter
AUC_mx,0.654912886,Winter
AUC_mx,0.698741381,Winter
AUC_mx,0.715992131,Winter
AUC_mx,0.687346848,Winter
AUC_mx,0.700951249,Winter
AUC_mx,0.673611111,Winter
AUC_mx,0.732763927,Winter
AUC_mx,0.707636468,Winter
AUC_mx,0.661123085,Winter
AUC_mx,0.677098227,Winter
AUC_mx,0.659548342,Winter
AUC_mx,0.722816001,Winter
AUC_mx,0.698168574,Winter
AUC_mx,0.730776624,Winter
AUC_mx,0.731824417,Winter
AUC_mx,0.749425618,Winter
AUC_mx,0.745633272,Winter
AUC_mx,0.667355372,Winter
AUC_mx,0.721582963,Winter
AUC_mx,0.679211111,Winter
AUC_mx,0.637617066,Winter
AUC_mx,0.737110854,Winter
AUC_mx,0.729570941,Winter
AUC_mx,0.736909015,Winter
AUC_mx,0.553890306,Winter
AUC_mx,0.718433241,Winter
AUC_mx,0.712084488,Winter
AUC_mx,0.75,Winter
AUC_mx,0.721187938,Winter
AUC_mx,0.748712172,Winter
AUC_mx,0.75,Winter
AUC_mx,0.741042165,Winter
AUC_mx,0.696410124,Winter
AUC_mx,0.71130333,Winter
AUC_mx,0.681794469,Winter
AUC_mx,0.59553719,Winter
AUC_mx,0.642716049,Winter
AUC_mx,0.6849,Winter
AUC_mx,0.677602041,Winter
AUC_mx,0.544048163,Winter
AUC_mx,0.744285903,Winter
AUC_mx,0.73919048,Winter
AUC_mx,0.75,Winter
AUC_mx,0.737527978,Winter
AUC_mx,0.736324819,Winter
AUC_mx,0.680942303,Winter
AUC_mx,0.721985947,Winter
AUC_mx,0.666501519,Winter
AUC_mx,0.722244898,Winter
AUC_mx,0.673611111,Winter
AUC_mx,0.653905325,Winter
AUC_mx,0.665169297,Winter
AUC_mx,0.727155364,Winter
AUC_mx,0.665995347,Winter
AUC_mx,0.713264371,Winter
AUC_mx,0.719389946,Winter
AUC_mx,0.687222633,Winter
AUC_mx,0.687777778,Winter
AUC_mx,0.743865264,Winter
AUC_mx,0.668712944,Winter
AUC_mx,0.744186245,Winter
AUC_mx,NA,Winter
AUC_mx,0.707593553,Winter
AUC_mx,0.658691212,Winter
AUC_mx,0.714870877,Winter
AUC_mx,0.75,Winter
AUC_mx,0.742647462,Winter
AUC_mx,0.714958678,Winter
AUC_mx,0.720564413,Winter
AUC_mx,0.746370284,Winter
AUC_mx,0.607959184,Winter
AUC_mx,0.66832081,Winter
AUC_mx,0.694738944,Winter
AUC_mx,0.74067992,Winter
AUC_mx,0.713614858,Winter
AUC_mx,0.685378086,Winter
AUC_mx,0.681131307,Winter
AUC_mx,0.660834418,Winter
AUC_mx,0.668345272,Winter
AUC_mx,0.733875302,Winter
AUC_mx,0.75,Winter
AUC_mx,0.715436098,Winter
AUC_mx,0.688810941,Winter
AUC_mx,0.734852071,Winter
AUC_mx,0.668122528,Winter
AUC_mx,0.75,Winter
AUC_mx,0.739012346,Winter
AUC_mx,0.67187934,Winter
AUC_mx,0.739248582,Winter
AUC_mx,0.694636678,Winter
AUC_mx,0.682244109,Winter
AUC_mx,0.74359001,Winter
AUC_mx,0.681638322,Winter
AUC_mx,0.700750548,Winter
AUC_mx,0.683098142,Winter
AUC_mx,0.664671288,Winter
AUC_mx,0.734256,Winter
AUC_mx,0.731139053,Winter
AUC_mx,0.672710406,Winter
AUC_mx,NA,Winter
AUC_mx,0.722244898,Winter
AUC_mx,0.73372959,Winter
AUC_mx,0.635464892,Winter
AUC_mx,0.710849646,Winter
AUC_mx,0.737148709,Winter
AUC_mx,0.625702479,Winter
AUC_mx,0.688380112,Winter
AUC_mx,0.69487986,Winter
AUC_mx,0.698161248,Winter
AUC_mx,0.65605955,Winter
AUC_mx,0.648414405,Winter
AUC_mx,0.700951249,Winter
AUC_mx,0.74650354,Winter
AUC_mx,0.717116342,Winter
AUC_mx,0.709091241,Winter
AUC_mx,0.686150494,Winter
AUC_mx,0.620405208,Winter
AUC_mx,0.739155317,Winter
AUC_mx,0.703479442,Winter
AUC_mx,0.710069444,Winter
AUC_mx,0.656152445,Winter
AUC_mx,0.739529968,Winter
AUC_mx,0.645124717,Winter
AUC_mx,0.719892113,Winter
AUC_mx,0.75,Winter
AUC_mx,0.748181824,Winter
AUC_mx,0.71658284,Winter
AUC_mx,0.75,Winter
AUC_mx,0.745850694,Winter
AUC_mx,0.75,Winter
AUC_mx,0.727169843,Winter
AUC_mx,0.70221708,Winter
AUC_mx,0.731139053,Winter
AUC_mx,0.729842468,Winter
AUC_mx,0.701347798,Winter
AUC_mx,0.714334705,Winter
AUC_mx,0.641784789,Winter
AUC_mx,0.744575207,Winter
AUC_mx,0.75,Winter
AUC_mx,0.68813405,Winter
AUC_mx,0.707214627,Winter
AUC_mx,0.75,Winter
AUC_mx,0.670604915,Winter
AUC_mx,0.502025,Winter
AUC_mx,0.686580155,Winter
AUC_mx,0.722767724,Winter
AUC_mx,0.631274942,Winter
AUC_mx,0.663199921,Winter
